Car_Company,Car_Model,Car_Variant,Registered_Month,Car_Resale_Price(Lakh),Car_Engine_Capacity(CC),Car_Kilometer_Driven(kms),Car_Max_Power(bhp),Car_Mileage(kmpl),Car_Model_Year,insurance,transmission_type,owner_type,fuel_type,seats,body_type,city
Tata,Altroz,XZ,Feb,6.88,1497.0,17.0,88.0,23.0,2020,Comprehensive,Manual,First Owner,Diesel,5.0,Hatchback,Ahmedabad
Hyundai,Venue,SX,Jun,10.69,1197.0,21.0,81.0,,2022,Third Party,Manual,First Owner,Petrol,5.0,SUV,Ahmedabad
Maruti,Alto,K10,Nov,3.33,998.0,96.0,65.0,24.0,2018,Third Party insurance,Manual,First Owner,Petrol,5.0,Hatchback,Ahmedabad
Maruti,Wagon,R,Jun,5.61,998.0,71.0,58.0,32.0,2021,Third Party,Manual,First Owner,CNG,5.0,Hatchback,Ahmedabad
Hyundai,Xcent,1.2,Jan,6.03,1197.0,33.0,81.0,20.0,2019,Zero Dep,Manual,First Owner,Petrol,5.0,Sedan,Ahmedabad
Maruti,Ignis,1.2,Jun,4.25,1197.0,98.0,81.0,20.0,2018,Comprehensive,Manual,First Owner,Petrol,5.0,Hatchback,Ahmedabad
Maruti,Swift,LXI,Dec,3.6,1197.0,82.0,88.0,22.0,2013,Comprehensive,Manual,Third Owner,Petrol,5.0,Hatchback,Ahmedabad
Maruti,XL6,Alpha,Apr,13.6,1462.0,19.0,101.0,20.0,2022,Zero Dep,Automatic,First Owner,Petrol,6.0,MUV,Ahmedabad
MG,Hector,Sharp,Jun,13.58,1451.0,77.0,141.0,13.0,2020,Third Party,Automatic,First Owner,Petrol,5.0,SUV,Ahmedabad
Maruti,Ritz,VDi,,1.9,1248.0,90.0,73.0,23.0,2012,Third Party insurance,Manual,Second Owner,Diesel,5.0,Hatchback,Ahmedabad
Tata,Altroz,XZ,,9.0,1199.0,10.0,86.0,19.0,2022,Third Party insurance,Manual,First Owner,Petrol,5.0,Hatchback,Ahmedabad
Maruti,Wagon,R,,4.75,998.0,70.0,58.0,26.0,2019,Third Party insurance,Manual,First Owner,CNG,5.0,Hatchback,Ahmedabad
Mahindra,KUV,100,,3.3,1198.0,90.0,77.0,25.0,2018,Third Party insurance,Manual,First Owner,Diesel,6.0,Hatchback,Ahmedabad
Maruti,Zen,LX,,,993.0,1.0,60.0,17.0,2000,Third Party insurance,Manual,Fifth Owner,Petrol,5.0,Hatchback,Ahmedabad
Maruti,Eeco,CNG,,3.7,1196.0,90.0,61.0,21.0,2019,Third Party insurance,Manual,First Owner,CNG,5.0,Minivans,Ahmedabad
Tata,Tiago,1.05,,3.25,1047.0,80.0,69.0,27.0,2016,Third Party insurance,Manual,First Owner,Diesel,5.0,Hatchback,Ahmedabad
Mahindra,Thar,LX,,15.0,2184.0,20.0,130.0,15.0,2022,Third Party insurance,Manual,First Owner,Diesel,4.0,SUV,Ahmedabad
Maruti,Swift,VXI,Mar,6.78,1197.0,4.0,88.0,22.0,2021,Third Party,Manual,First Owner,Petrol,5.0,Hatchback,Ahmedabad
Maruti,Vitara,Brezza,May,7.39,1248.0,86.0,88.0,24.0,2016,Third Party,Manual,Second Owner,Diesel,5.0,SUV,Ahmedabad
Hyundai,Verna,VTVT,Jun,10.54,1591.0,69.0,121.0,17.0,2020,Third Party,Automatic,First Owner,Petrol,5.0,Sedan,Ahmedabad
Hyundai,Xcent,1.2,Oct,5.39,1197.0,84.0,81.0,20.0,2019,Zero Dep,Manual,First Owner,Petrol,5.0,Sedan,Ahmedabad
Nissan,Micra,Active,Mar,2.6,1198.0,84.0,67.0,18.0,2015,Third Party insurance,Manual,First Owner,Petrol,5.0,Hatchback,Ahmedabad
Maruti,Baleno,1.2,Jul,5.14,1197.0,51.0,83.0,21.0,2016,Zero Dep,Manual,First Owner,Petrol,5.0,Hatchback,Ahmedabad
Honda,Amaze,S,Oct,3.81,1198.0,69.0,86.0,18.0,2014,Third Party insurance,Manual,Second Owner,Petrol,5.0,Sedan,Ahmedabad
Honda,WR-V,i-VTEC,Mar,7.22,1199.0,47.0,88.0,17.0,2018,Zero Dep,Manual,First Owner,Petrol,5.0,SUV,Ahmedabad
Hyundai,Grand,i10,Aug,4.98,1197.0,61.0,81.0,18.0,2017,Third Party,Manual,First Owner,Petrol,5.0,Hatchback,Ahmedabad
Maruti,Wagon,R,Jul,5.33,1197.0,79.0,81.0,20.0,2019,Zero Dep,Manual,First Owner,Petrol,5.0,Hatchback,Ahmedabad
Hyundai,Grand,i10,Jun,5.12,1197.0,21.0,81.0,18.0,2017,Third Party,Manual,First Owner,Petrol,5.0,Hatchback,Ahmedabad
Tata,Tiago,1.2,Mar,5.05,1199.0,42.0,83.0,23.0,2018,Zero Dep,Automatic,First Owner,Petrol,5.0,Hatchback,Ahmedabad
Honda,New,Accord,,4.35,2354.0,90.0,177.0,11.0,2011,Third Party insurance,Automatic,Second Owner,Petrol,5.0,Sedan,Ahmedabad
Kia,Sonet,GTX,,11.25,998.0,40.0,118.0,18.0,2020,Third Party insurance,Automatic,Second Owner,Petrol,5.0,SUV,Ahmedabad
Volvo,XC60,B5,,68.0,1998.0,10.0,246.0,11.0,2022,Third Party insurance,Automatic,First Owner,Petrol,5.0,SUV,Ahmedabad
Maruti,Swift,VXI,,4.15,1197.0,70.0,81.0,21.0,2015,Third Party insurance,Manual,First Owner,Petrol,5.0,Hatchback,Ahmedabad
Mercedes-Benz,M-Class,ML,,20.0,2143.0,1.0,203.0,15.0,2014,Third Party insurance,Automatic,First Owner,Diesel,5.0,SUV,Ahmedabad
Hyundai,i20,Active,,6.5,1197.0,20.0,81.0,17.0,2015,Third Party insurance,Manual,First Owner,Petrol,5.0,Hatchback,Ahmedabad
Honda,Civic,1.8,,2.7,1799.0,90.0,130.0,12.0,2006,Third Party insurance,Automatic,Third Owner,Petrol,5.0,Sedan,Ahmedabad
Maruti,Baleno,1.2,Mar,5.55,1197.0,41.0,83.0,21.0,2016,Third Party,Manual,First Owner,Petrol,5.0,Hatchback,Ahmedabad
Maruti,Baleno,1.2,Dec,5.42,1197.0,55.0,83.0,21.0,2016,Zero Dep,Manual,First Owner,Petrol,5.0,Hatchback,Ahmedabad
Nissan,Micra,Active,Jan,2.94,1198.0,89.0,67.0,19.0,2016,Third Party,Manual,First Owner,Petrol,5.0,Hatchback,Ahmedabad
Maruti,Baleno,1.2,Oct,5.15,1197.0,46.0,83.0,21.0,2017,Zero Dep,Manual,First Owner,Petrol,5.0,Hatchback,Ahmedabad
Maruti,Swift,VXI,Feb,5.93,1197.0,8.0,88.0,22.0,2020,Third Party insurance,Manual,First Owner,Petrol,5.0,Hatchback,Ahmedabad
Tata,Tiago,XTA,Jun,6.8,1199.0,9.0,84.0,19.0,2022,Third Party,Automatic,First Owner,Petrol,5.0,Hatchback,Ahmedabad
Maruti,Baleno,1.2,Jun,5.64,1197.0,32.0,83.0,21.0,2016,Third Party insurance,Automatic,First Owner,Petrol,5.0,Hatchback,Ahmedabad
Tata,Tigor,1.2,Jun,5.74,1199.0,31.0,84.0,20.0,2020,Third Party,Manual,First Owner,Petrol,5.0,Sedan,Ahmedabad
Maruti,Wagon,R,Apr,5.22,998.0,28.0,67.0,20.0,2019,Third Party insurance,Automatic,Second Owner,Petrol,5.0,Hatchback,Ahmedabad
Maruti,Swift,Dzire,Oct,4.01,1197.0,83.0,88.0,22.0,2014,Comprehensive,Manual,Second Owner,Petrol,5.0,Sedan,Ahmedabad
Maruti,Swift,Dzire,Mar,5.12,1197.0,72.0,88.0,22.0,2017,Third Party insurance,Manual,First Owner,Petrol,5.0,Sedan,Ahmedabad
MG,Hector,Super,,16.5,1956.0,20.0,167.0,,2021,Third Party insurance,Manual,First Owner,Diesel,5.0,SUV,Ahmedabad
Honda,City,i-VTEC,,8.0,1497.0,90.0,117.0,18.0,2018,Third Party insurance,Automatic,First Owner,Petrol,5.0,Sedan,Ahmedabad
Chevrolet,Aveo,1.4,,1.0,1399.0,60.0,92.0,14.0,2007,Third Party insurance,Manual,Fourth Owner,Petrol,5.0,Sedan,Ahmedabad
Hyundai,i20,Petrol,,6.2,1197.0,60.0,81.0,18.0,2019,Third Party insurance,Manual,Second Owner,Petrol,5.0,Hatchback,Ahmedabad
Hyundai,i20,Magna,,1.5,1197.0,90.0,80.0,18.0,2009,Third Party insurance,Manual,Third Owner,Petrol,5.0,Hatchback,Ahmedabad
Nissan,Kicks,1.5,,10.45,1498.0,20.0,104.0,14.0,2022,Third Party insurance,Manual,First Owner,Petrol,5.0,SUV,Ahmedabad
Honda,City,i,,7.25,1497.0,80.0,117.0,17.0,2017,Third Party insurance,Manual,First Owner,Petrol,5.0,Sedan,Ahmedabad
Maruti,Alto,800,,3.2,796.0,60.0,40.0,33.0,2019,Third Party insurance,Manual,First Owner,CNG,5.0,Hatchback,Ahmedabad
Maruti,Ignis,1.2,Jun,4.7,1197.0,69.0,81.0,20.0,2017,Third Party insurance,Manual,First Owner,Petrol,5.0,Hatchback,Ahmedabad
Honda,Amaze,S,Aug,4.67,1199.0,33.0,88.0,19.0,2017,Comprehensive,Manual,Second Owner,Petrol,5.0,Sedan,Ahmedabad
Tata,Tiago,1.2,Jun,4.97,1199.0,58.0,83.0,23.0,2018,Zero Dep,Automatic,First Owner,Petrol,5.0,Hatchback,Ahmedabad
Hyundai,Venue,SX,Nov,11.3,998.0,21.0,118.0,18.0,2021,Comprehensive,Automatic,First Owner,Petrol,5.0,SUV,Ahmedabad
Hyundai,i20,Sportz,May,6.54,1197.0,75.0,81.0,18.0,2019,Third Party,Manual,First Owner,Petrol,5.0,Hatchback,Ahmedabad
Maruti,Baleno,1.2,Jun,5.95,1197.0,50.0,83.0,21.0,2018,Comprehensive,Manual,First Owner,Petrol,5.0,Hatchback,Ahmedabad
Hyundai,Grand,i10,Jul,5.0,1197.0,18.0,81.0,18.0,2017,Comprehensive,Manual,First Owner,Petrol,5.0,Hatchback,Ahmedabad
Maruti,Swift,VXI,Oct,5.34,1197.0,21.0,88.0,22.0,2017,Zero Dep,Manual,First Owner,Petrol,5.0,Hatchback,Ahmedabad
Hyundai,Santro,Xing,Jun,2.19,1086.0,1.0,63.0,,2012,Comprehensive,Manual,First Owner,Petrol,5.0,Hatchback,Ahmedabad
Hyundai,i10,Magna,Nov,3.18,1086.0,36.0,68.0,19.0,2014,Comprehensive,Manual,First Owner,Petrol,5.0,Hatchback,Ahmedabad
Hyundai,Verna,VTVT,Jun,8.51,1591.0,81.0,121.0,17.0,2019,Zero Dep,Manual,Second Owner,Petrol,5.0,Sedan,Ahmedabad
Volkswagen,Ameo,1.5,Jan,4.85,1498.0,1.0,108.0,21.0,2016,Third Party,Manual,First Owner,Diesel,5.0,Sedan,Ahmedabad
Renault,Scala,Diesel,,3.6,1461.0,80.0,84.0,21.0,2014,Third Party insurance,Manual,Third Owner,Diesel,5.0,Sedan,Ahmedabad
Maruti,Wagon,R,,5.7,1197.0,50.0,81.0,20.0,2019,Third Party insurance,Manual,First Owner,Petrol,5.0,Hatchback,Ahmedabad
Renault,Captur,1.5,,7.35,1461.0,80.0,108.0,20.0,2018,Third Party insurance,Manual,Second Owner,Diesel,5.0,SUV,Ahmedabad
Hyundai,i20,1.2,,2.9,1197.0,90.0,80.0,17.0,2012,Third Party insurance,Manual,Third Owner,Petrol,5.0,Hatchback,Ahmedabad
Hyundai,Verna,CRDi,,2.5,1493.0,1.0,110.0,16.0,2010,Third Party insurance,Manual,First Owner,Diesel,5.0,Sedan,Ahmedabad
Tata,Punch,Adventure,,6.75,1199.0,10.0,86.0,20.0,2022,Third Party insurance,Manual,First Owner,Petrol,5.0,SUV,Ahmedabad
Audi,Q3,2.0,,9.0,1968.0,1.0,174.0,15.0,2013,Third Party insurance,Automatic,Third Owner,Diesel,5.0,SUV,Ahmedabad
Chevrolet,Beat,LS,,1.15,1199.0,80.0,79.0,18.0,2011,Third Party insurance,Manual,Second Owner,Petrol,5.0,Hatchback,Ahmedabad
Honda,City,i,May,5.74,1497.0,73.0,117.0,17.0,2015,Third Party insurance,Manual,First Owner,Petrol,5.0,Sedan,Ahmedabad
Hyundai,i20,Active,Apr,5.11,1197.0,62.0,81.0,17.0,2016,Comprehensive,Manual,Second Owner,Petrol,5.0,Hatchback,Ahmedabad
Tata,Tiago,XZ,Apr,7.87,1199.0,23.0,72.0,26.0,2022,Third Party,Manual,First Owner,CNG,5.0,Hatchback,Ahmedabad
Maruti,Swift,Dzire,Sept,5.99,1197.0,77.0,81.0,21.0,2020,Third Party,Manual,First Owner,Petrol,5.0,Sedan,Ahmedabad
Maruti,Alto,800,Jul,2.83,796.0,43.0,47.0,22.0,2016,Third Party,Manual,First Owner,Petrol,5.0,Hatchback,Ahmedabad
Maruti,Baleno,1.2,Jun,5.33,1197.0,42.0,83.0,21.0,2018,Comprehensive,Manual,Second Owner,Petrol,5.0,Hatchback,Ahmedabad
Maruti,Alto,800,Jul,3.52,796.0,29.0,47.0,22.0,2021,Comprehensive,Manual,First Owner,Petrol,5.0,Hatchback,Ahmedabad
Honda,Amaze,VX,Mar,8.74,1199.0,10.0,88.0,18.0,2022,Third Party,Automatic,First Owner,Petrol,5.0,Sedan,Ahmedabad
Maruti,Alto,800,Jun,3.09,796.0,22.0,47.0,22.0,2018,Third Party,Manual,Second Owner,Petrol,5.0,Hatchback,Ahmedabad
Hyundai,Grand,i10,Sept,4.39,1197.0,60.0,81.0,18.0,2017,Third Party insurance,Manual,First Owner,Petrol,5.0,Hatchback,Ahmedabad
Maruti,Ciaz,Delta,Feb,7.21,1462.0,24.0,103.0,20.0,2020,Third Party insurance,Manual,First Owner,Petrol,5.0,Sedan,Ahmedabad
Hyundai,Venue,SX,,8.75,998.0,50.0,118.0,18.0,2021,Third Party insurance,Manual,Second Owner,Petrol,5.0,SUV,Ahmedabad
Tata,Nexon,XZ,,12.19,1199.0,20.0,118.0,17.0,2022,Third Party insurance,Manual,First Owner,Petrol,5.0,SUV,Ahmedabad
Maruti,Wagon,R,,2.4,998.0,1.0,58.0,26.0,2012,Third Party insurance,Manual,First Owner,CNG,5.0,Hatchback,Ahmedabad
Maruti,Swift,VDI,,4.0,1248.0,1.0,74.0,25.0,2014,Third Party insurance,Manual,Second Owner,Diesel,5.0,Hatchback,Ahmedabad
Maruti,Eeco,7,,3.7,1196.0,50.0,72.0,16.0,2020,Third Party insurance,Manual,First Owner,Petrol,7.0,Minivans,Ahmedabad
Maruti,Alto,800,,2.8,796.0,70.0,47.0,24.0,2018,Third Party insurance,Manual,First Owner,Petrol,5.0,Hatchback,Ahmedabad
Maruti,Wagon,R,,3.3,998.0,80.0,58.0,26.0,2016,Third Party insurance,Manual,Second Owner,CNG,5.0,Hatchback,Ahmedabad
Tata,Indica,Quadrajet,,1.1,1248.0,90.0,74.0,22.0,2012,Third Party insurance,Manual,First Owner,Diesel,5.0,Hatchback,Ahmedabad
Maruti,Swift,VDI,Aug,6.53,1248.0,86.0,74.0,28.0,2018,Third Party,Manual,Second Owner,Diesel,5.0,Hatchback,Ahmedabad
Maruti,Swift,VXI,Mar,5.92,1197.0,56.0,81.0,21.0,2020,Third Party insurance,Manual,First Owner,Petrol,5.0,Hatchback,Ahmedabad
Maruti,Swift,VXI,Apr,3.87,1197.0,56.0,88.0,22.0,2014,Third Party insurance,Manual,First Owner,Petrol,5.0,Hatchback,Ahmedabad
Hyundai,Grand,i10,Dec,5.05,1197.0,23.0,81.0,18.0,2017,Comprehensive,Manual,First Owner,Petrol,5.0,Hatchback,Ahmedabad
Hyundai,Grand,i10,Oct,4.28,1197.0,52.0,82.0,18.0,2015,Comprehensive,Manual,Second Owner,Petrol,5.0,Hatchback,Ahmedabad
Maruti,Swift,Dzire,May,5.27,1197.0,48.0,88.0,22.0,2016,Comprehensive,Manual,Second Owner,Petrol,5.0,Sedan,Ahmedabad
Honda,Amaze,E,Oct,5.82,1199.0,43.0,88.0,19.0,2019,Third Party insurance,Manual,First Owner,Petrol,5.0,Sedan,Ahmedabad
Honda,Amaze,S,Jul,5.43,1199.0,57.0,88.0,19.0,2018,Zero Dep,Manual,First Owner,Petrol,5.0,Sedan,Ahmedabad
Ford,Ecosport,1.5,Jul,7.36,1497.0,1.0,121.0,14.0,2018,Third Party insurance,Automatic,First Owner,Petrol,5.0,SUV,Ahmedabad
Maruti,Swift,Dzire,Apr,5.78,1197.0,86.0,81.0,21.0,2019,Comprehensive,Manual,First Owner,Petrol,5.0,Sedan,Ahmedabad
Maruti,Swift,LXI,Dec,3.09,1197.0,51.0,88.0,22.0,2011,Comprehensive,Manual,Second Owner,Petrol,5.0,Hatchback,Ahmedabad
Maruti,Swift,VXI,Jul,5.06,1197.0,55.0,88.0,22.0,2017,Third Party insurance,Manual,First Owner,Petrol,5.0,Hatchback,Ahmedabad
Ford,Ecosport,1.5,,7.25,1498.0,50.0,98.0,23.0,2020,Third Party insurance,Manual,First Owner,Diesel,5.0,SUV,Ahmedabad
Toyota,Innova,Crysta,,18.0,2393.0,30.0,147.0,13.0,2018,Third Party insurance,Manual,Second Owner,Diesel,8.0,MUV,Ahmedabad
Maruti,Wagon,R,,2.7,998.0,60.0,58.0,26.0,2012,Third Party insurance,Manual,Second Owner,CNG,5.0,Hatchback,Ahmedabad
Maruti,Baleno,Delta,,6.2,1197.0,30.0,81.0,21.0,2020,Third Party insurance,Manual,First Owner,Petrol,5.0,Hatchback,Ahmedabad
Land,Rover,Freelander,,11.0,2179.0,60.0,187.0,12.0,2012,Third Party insurance,Automatic,Second Owner,Diesel,5.0,SUV,Ahmedabad
Maruti,Swift,VXI,,2.3,1298.0,80.0,88.0,16.0,2009,Third Party insurance,Manual,Third Owner,Petrol,5.0,Hatchback,Ahmedabad
Tata,New,Safari,,20.0,1956.0,60.0,167.0,16.0,2021,Third Party insurance,Manual,First Owner,Diesel,7.0,SUV,Ahmedabad
Maruti,Ciaz,1.4,,8.0,1373.0,50.0,91.0,20.0,2018,Third Party insurance,Manual,First Owner,Petrol,5.0,Sedan,Ahmedabad
Honda,Amaze,S,Oct,3.77,1198.0,89.0,86.0,18.0,2014,Third Party insurance,Manual,First Owner,Petrol,5.0,Sedan,Ahmedabad
Tata,Tiago,1.2,Oct,4.74,1199.0,91.0,83.0,23.0,2018,Zero Dep,Automatic,First Owner,Petrol,5.0,Hatchback,Ahmedabad
Maruti,Ciaz,ZDi,Sept,6.2,1248.0,82.0,88.0,28.0,2016,Zero Dep,Manual,First Owner,Diesel,5.0,Sedan,Ahmedabad
Maruti,Swift,Dzire,Sept,7.87,1197.0,25.0,81.0,21.0,2020,Third Party,Automatic,First Owner,Petrol,5.0,Sedan,Ahmedabad
Honda,Amaze,S,Apr,4.91,1198.0,26.0,86.0,18.0,2016,Third Party insurance,Manual,First Owner,Petrol,5.0,Sedan,Ahmedabad
Tata,Tiago,1.2,Jan,3.94,1199.0,1.0,84.0,23.0,2018,Third Party insurance,Manual,First Owner,Petrol,5.0,Hatchback,Ahmedabad
Hyundai,Grand,i10,Jun,4.13,1197.0,74.0,82.0,18.0,2016,Third Party insurance,Manual,Second Owner,Petrol,5.0,Hatchback,Ahmedabad
Maruti,Wagon,R,May,4.11,998.0,94.0,58.0,26.0,2018,Third Party insurance,Manual,First Owner,CNG,5.0,Hatchback,Ahmedabad
Ford,Endeavour,Titanium,Jun,21.8,2198.0,93.0,158.0,14.0,2019,Third Party,Manual,First Owner,Diesel,7.0,SUV,Ahmedabad
Maruti,Baleno,1.2,Mar,5.69,1197.0,21.0,83.0,21.0,2017,Comprehensive,Manual,First Owner,Petrol,5.0,Hatchback,Ahmedabad
Hyundai,i20,Sportz,Aug,6.92,1197.0,21.0,81.0,18.0,2019,Comprehensive,Manual,Second Owner,Petrol,5.0,Hatchback,Ahmedabad
Volkswagen,Vento,1.0,,10.5,999.0,30.0,108.0,17.0,2022,Third Party insurance,Manual,First Owner,Petrol,5.0,Sedan,Ahmedabad
Ford,Aspire,1.2,,4.5,1196.0,40.0,86.0,18.0,2017,Third Party insurance,Manual,First Owner,Petrol,5.0,Sedan,Ahmedabad
Honda,Jazz,X,,3.1,1198.0,1.0,88.0,16.0,2011,Third Party insurance,Manual,Second Owner,Petrol,5.0,Hatchback,Ahmedabad
BMW,3,Series,,7.5,1995.0,90.0,154.0,12.0,2012,Third Party insurance,Automatic,Second Owner,Petrol,5.0,Sedan,Ahmedabad
Toyota,Corolla,H2,,1.0,1794.0,1.0,125.0,13.0,2005,Third Party insurance,Manual,Second Owner,Petrol,5.0,Sedan,Ahmedabad
Toyota,Urban,cruiser,,9.0,1462.0,20.0,103.0,17.0,2021,Third Party insurance,Manual,First Owner,Petrol,5.0,SUV,Ahmedabad
Nissan,Magnite,XV,,8.2,999.0,10.0,71.0,18.0,2022,Third Party insurance,Manual,First Owner,Petrol,5.0,SUV,Ahmedabad
Mahindra,TUV,300,,4.1,1493.0,1.0,100.0,18.0,2015,Third Party insurance,Manual,First Owner,Diesel,7.0,SUV,Ahmedabad
Hyundai,Grand,i10,Sept,7.12,1197.0,29.0,81.0,20.0,2020,Third Party,Automatic,First Owner,Petrol,5.0,Hatchback,Ahmedabad
Honda,City,ZX,Mar,11.25,1498.0,25.0,119.0,18.0,2021,Third Party,Automatic,Second Owner,Petrol,5.0,Sedan,Ahmedabad
Hyundai,Grand,i10,Jul,4.93,1197.0,86.0,81.0,18.0,2017,Comprehensive,Manual,First Owner,Petrol,5.0,Hatchback,Ahmedabad
Honda,City,V,Apr,8.74,1498.0,40.0,119.0,18.0,2019,Zero Dep,Automatic,First Owner,Petrol,5.0,Sedan,Ahmedabad
Maruti,Wagon,R,Jun,6.43,1197.0,6.0,88.0,23.0,2022,Third Party,Manual,First Owner,Petrol,5.0,Hatchback,Ahmedabad
Maruti,Wagon,R,Aug,4.83,998.0,21.0,67.0,21.0,2020,Comprehensive,Manual,Third Owner,Petrol,5.0,Hatchback,Ahmedabad
Hyundai,i20,Asta,Jun,5.34,1396.0,79.0,88.0,22.0,2015,Third Party insurance,Manual,First Owner,Diesel,5.0,Hatchback,Ahmedabad
Toyota,Urban,cruiser,Feb,9.64,1462.0,46.0,103.0,17.0,2022,Third Party,Manual,First Owner,Petrol,5.0,SUV,Ahmedabad
Mahindra,Thar,LX,Nov,14.44,1997.0,10.0,150.0,,2021,Zero Dep,Automatic,First Owner,Petrol,4.0,SUV,Ahmedabad
Maruti,Baleno,1.2,Mar,5.6,1197.0,63.0,83.0,21.0,2018,Zero Dep,Manual,First Owner,Petrol,5.0,Hatchback,Ahmedabad
Hyundai,i20,Asta,Oct,10.42,1197.0,4.0,86.0,19.0,2022,Third Party,Automatic,First Owner,Petrol,5.0,Hatchback,Ahmedabad
Maruti,S-Presso,VXI,Jan,4.63,998.0,52.0,65.0,21.0,2019,Third Party,Manual,First Owner,Petrol,5.0,Hatchback,Ahmedabad
Honda,Jazz,X,,2.96,1198.0,1.0,88.0,16.0,2011,Third Party insurance,Manual,Second Owner,Petrol,5.0,Hatchback,Ahmedabad
Hyundai,Santro,Sportz,,4.8,1086.0,30.0,68.0,20.0,2019,Third Party insurance,Manual,First Owner,Petrol,5.0,Hatchback,Ahmedabad
Mahindra,Ssangyong,Rexton,,6.5,2696.0,1.0,184.0,11.0,2013,Third Party insurance,Automatic,Third Owner,Diesel,7.0,SUV,Ahmedabad
Maruti,Baleno,Alpha,,8.5,1197.0,30.0,81.0,21.0,2022,Third Party insurance,Manual,First Owner,Petrol,5.0,Hatchback,Ahmedabad
Nissan,Sunny,XE,,1.8,1498.0,60.0,97.0,16.0,2011,Third Party insurance,Manual,First Owner,Petrol,5.0,Sedan,Ahmedabad
Maruti,Alto,800,,3.4,796.0,20.0,47.0,22.0,2020,Third Party insurance,Manual,First Owner,Petrol,5.0,Hatchback,Ahmedabad
Chevrolet,Cruze,LTZ,,2.6,1991.0,1.0,147.0,18.0,2011,Third Party insurance,Automatic,Fourth Owner,Diesel,5.0,Sedan,Ahmedabad
Tata,Nano,Cx,,,624.0,40.0,35.0,26.0,2011,Third Party insurance,Manual,Second Owner,Petrol,4.0,Hatchback,Ahmedabad
Honda,Amaze,E,Jun,5.72,1199.0,1.0,88.0,18.0,2021,Third Party,Manual,First Owner,Petrol,5.0,Sedan,Ahmedabad
Renault,Triber,RXZ,Feb,5.95,999.0,33.0,71.0,20.0,2019,Third Party insurance,Manual,First Owner,Petrol,7.0,MUV,Ahmedabad
Honda,WR-V,i-VTEC,Jun,7.89,1199.0,15.0,88.0,17.0,2018,Third Party,Manual,Second Owner,Petrol,5.0,SUV,Ahmedabad
Hyundai,i10,Magna,Jun,3.66,1086.0,49.0,68.0,19.0,2016,Third Party,Manual,First Owner,Petrol,5.0,Hatchback,Ahmedabad
Honda,City,VX,Sept,10.98,1498.0,36.0,119.0,18.0,2020,Zero Dep,Automatic,First Owner,Petrol,5.0,Sedan,Ahmedabad
Tata,Tigor,XZ,Aug,8.11,1199.0,8.0,72.0,26.0,2022,Zero Dep,Manual,First Owner,CNG,5.0,Sedan,Ahmedabad
Honda,Amaze,S,Jun,6.18,1198.0,59.0,86.0,17.0,2018,Third Party,Manual,Second Owner,Petrol,5.0,Sedan,Ahmedabad
Maruti,Ignis,1.2,Sept,4.72,1197.0,68.0,81.0,20.0,2017,Zero Dep,Automatic,First Owner,Petrol,5.0,Hatchback,Ahmedabad
Hyundai,Grand,i10,May,7.04,1197.0,39.0,68.0,,2021,Third Party insurance,Manual,First Owner,CNG,5.0,Hatchback,Ahmedabad
Hyundai,Grand,i10,Sept,4.23,1197.0,51.0,82.0,18.0,2016,Comprehensive,Manual,Second Owner,Petrol,5.0,Hatchback,Ahmedabad
Hyundai,Grand,i10,Oct,4.67,1197.0,17.0,81.0,18.0,2017,Zero Dep,Manual,First Owner,Petrol,5.0,Hatchback,Ahmedabad
Tata,Tiago,1.2,Jun,4.83,1199.0,94.0,83.0,23.0,2018,Third Party insurance,Automatic,First Owner,Petrol,5.0,Hatchback,Ahmedabad
Tata,Nano,Cx,,,624.0,40.0,35.0,26.0,2011,Third Party insurance,Manual,Second Owner,Petrol,4.0,Hatchback,Ahmedabad
Kia,Seltos,HTX,,15.75,1493.0,20.0,113.0,20.0,2021,Third Party insurance,Manual,First Owner,Diesel,5.0,SUV,Ahmedabad
Ford,Ecosport,1.5,,9.5,1498.0,50.0,98.0,21.0,2020,Third Party insurance,Manual,Second Owner,Diesel,5.0,SUV,Ahmedabad
Maruti,Alto,800,,3.25,796.0,60.0,40.0,33.0,2018,Third Party insurance,Manual,First Owner,CNG,5.0,Hatchback,Ahmedabad
Hyundai,Santro,Xing,,1.65,1086.0,80.0,62.0,,2010,Third Party insurance,Manual,Third Owner,Petrol,5.0,Hatchback,Ahmedabad
Maruti,Swift,Dzire,,4.7,1197.0,90.0,85.0,19.0,2014,Third Party insurance,Manual,Third Owner,CNG,5.0,Sedan,Ahmedabad
Maruti,Wagon,R,,1.3,1061.0,70.0,67.0,18.0,2009,Third Party insurance,Manual,Third Owner,Petrol,5.0,Hatchback,Ahmedabad
Mahindra,Scorpio,Intelli,,12.0,2179.0,90.0,120.0,15.0,2017,Third Party insurance,Manual,Second Owner,Diesel,7.0,SUV,Ahmedabad
Hyundai,i10,Magna,Jan,2.29,1197.0,94.0,78.0,20.0,2010,Third Party,Manual,First Owner,Petrol,5.0,Hatchback,Ahmedabad
Maruti,Ciaz,Alpha,Jun,10.15,1462.0,13.0,103.0,20.0,2021,Third Party,Automatic,First Owner,Petrol,5.0,Sedan,Ahmedabad
Hyundai,EON,Era,Aug,2.96,814.0,86.0,55.0,21.0,2018,Comprehensive,Manual,First Owner,Petrol,5.0,Hatchback,Ahmedabad
